enr,id,multiaddr,epoch,metadata,long_lived_subnets,subscribed_subnets,client_version,crawler_id,crawler_location,timestamp
enr:-MS4QBw3kcOkLWmlr5o-6lRvdZ976Rvu-gupW4a-vJ3CkomvKKFTOdvTbjcBU6VY-AHRPWRCVFUn9pi2GYGq8HDXduF-h2F0dG5ldHOIAAAAADAAAACEZXRoMpBqlaGpBAAAAP__________gmlkgnY0gmlwhCJDSt2EcXVpY4IjKYlzZWNwMjU2azGhA7BCT0KsecD9UBgLaK1ZFnS29jSUB5x6VVaFwTXLyG0HiHN5bmNuZXRzD4N0Y3CCIyiDdWRwgiMo,16Uiu2HAmQX2kTDkgRhmzi8dupijfm3RpYuhW2KAYgKmZyLibJcXg,/ip4/34.67.74.221/tcp/9000,286685,"{""seq_number"":111,""attnets"":""0000000030000000"",""syncnets"":""0f""}","[36,37]","[43,16,62,32,36,37,49,29,24]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911219683
enr:-Ma4QPqXDCRSlFgCKOd9gIhtQV2FgpLF9JWYI6lKwpHQcHN-ahzbPceG9moWQn-WHGfOlHShFZgtNlOD_dZlV1wXVZCCBgqHYXR0bmV0c4gADAAAAAAAAIRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCEIk7xwIRxdWljgiMqiXNlY3AyNTZrMaEDXQCccvQH3APqyKggcTxUs8nxOKI4-Vjg0jnSVnV2oi6Ic3luY25ldHMAg3RjcIIjKYN1ZHCCIyk,16Uiu2HAmJv2om27J1DrUH1eBtaVPXHArG88c6o4NJizBdaseEKyX,/ip4/34.78.241.192/tcp/9001,286685,"{""seq_number"":1255,""attnets"":""000c000000000000"",""syncnets"":""00""}","[10,11]","[11,33,1,10,1]",Lighthouse/v5.1.3/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911339017
enr:-Ma4QJQ8Xljp-edxdXtsrVeoUPmvbZI2r6u5S-dn9FWa3y4oA1ZtrocIEPS9hM0IIO-uSI0yKZNudt57wEryYgtIRUGCDcuHYXR0bmV0c4gAAAAADAAAAIRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCEIq54NIRxdWljgiMqiXNlY3AyNTZrMaEDhaVdxCObXgrATqanwAFfvxxMXKI8YBNOwklI5__ss4iIc3luY25ldHMIg3RjcIIjKYN1ZHCCIyk,16Uiu2HAmMegppEMY5porzxbUZVitE4Gh97atQBekg5yTB1nMzJJ3,/ip4/34.174.120.52/tcp/9001,286685,"{""seq_number"":3246,""attnets"":""000000000c000000"",""syncnets"":""08""}","[34,35]","[35,34,14]",Lighthouse/v5.1.3/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911355041
enr:-Ma4QE--GXS_3Fy9-nBrGHK_8iamHlFbUyuqgivG-gjs1UA3ELa_k1lA5eHcxyA9jaUzM-H1YnRotOKWd-TglFz1r3yCAlmHYXR0bmV0c4gAAAAAAGAAAIRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCEL9g37IRxdWljgiMpiXNlY3AyNTZrMaEDVbzy29ja5sr-d6ZiV6Yw5FuSK8o4Qspo8UVmbvTtjs2Ic3luY25ldHMAg3RjcIIjKIN1ZHCCIyg,16Uiu2HAmJRg7TM5ysJTaDcs9FesSC6WZdFRVobUKYCV79tsqXxnp,/ip4/47.216.55.236/tcp/9000,286685,"{""seq_number"":484,""attnets"":""0000000000600000"",""syncnets"":""00""}","[45,46]","[46,45,6]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911380341
enr:,16Uiu2HAmVNnx4RhVq1WBX1D3xGzd1YMpBSdfqKG1nUJRU5qWq4dQ,/ip4/3.250.96.253/tcp/5128,286685,"{""seq_number"":630,""attnets"":""0000000000000003"",""syncnets"":""01""}","[56,57]","[56,19,57]",Lighthouse/v5.1.3-3058b96/aarch64-linux,FLY_MACHINE_ID,FLY_REGION,1716911394235
enr:-Ma4QFn0KkDVHMYItt1gRIW_e6GgXLdYJ_xUgqXCVO7MZy0zeuvdS-pTuLUNX6OcE9LOwfIgSNhPPWzyY2RLI1yOAuiCAQ-HYXR0bmV0c4gBAAAAAAAAgIRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCEohNW5IRxdWljgiMpiXNlY3AyNTZrMaECt2zLcpiZKN8OUnCkFCG5s5CSwkZ2yOLh0swgxR5JENuIc3luY25ldHMFg3RjcIIjKIN1ZHCCIyg,16Uiu2HAm7mgomypi9rZkcLDL314uNtEvV61hcTyFCrtPven2Mq5c,/ip4/162.19.86.228/tcp/9000,286685,"{""seq_number"":242,""attnets"":""0100000000000080"",""syncnets"":""05""}","[0,63]","[4,0,63,62,31,61,40,37,4,31,61,62]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911399022
enr:-Ma4QKZemKzaBfK9LQCmZAQeCbFcQo8PsAGmlLc9fodFHAleK6Qgj1BAbiygzwLegdXmvZ05VP69yKPiyVqF1WlCpB6CAU-HYXR0bmV0c4gAAAAAwAAAAIRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCEsr-hzIRxdWljgiORiXNlY3AyNTZrMaEC5sffGIzw8iGkvMpyhpBALNP5COoNLCvItdSGblaQtUSIc3luY25ldHMAg3RjcIIjkIN1ZHCCI5A,16Uiu2HAmAxYWzDk5fKm6ExxGLd78qs8LvVcQ2u7WAPW8mnFEmjS3,/ip4/178.191.161.204/tcp/9104,286685,"{""seq_number"":259,""attnets"":""00000000c0000000"",""syncnets"":""00""}","[38,39]","[39,51,38]",Lighthouse/v5.1.0-10a38a8/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911399010
enr:,16Uiu2HAmVNnx4RhVq1WBX1D3xGzd1YMpBSdfqKG1nUJRU5qWq4dQ,/ip4/3.250.96.253/tcp/6223,286685,"{""seq_number"":630,""attnets"":""0000000000000003"",""syncnets"":""01""}","[56,57]","[56,19,57]",Lighthouse/v5.1.3-3058b96/aarch64-linux,FLY_MACHINE_ID,FLY_REGION,1716911400236
enr:,16Uiu2HAmHovVHvgtqrkaT7cBFHvkw81iq2GWbXNM6DX2pA4hEJXM,/ip4/52.86.206.157/tcp/26323,286685,"{""seq_number"":19,""attnets"":""0000000000003000"",""syncnets"":""00""}","[52,53]","[18,46,1,47,32,52,38,43,13,30,15,2,40,25,34,45,57,59,6,26,7,33,3,61,22,4,19,23,42,9,53,17,10,28,36,56,12,49,55,44,14,5,11,58,63,16,27,50,21,35,8,20,29,48,37,39,62,0,41,31,54,51,24,60]",Prysm/v5.0.3/38f208d70dc95b12c08403f5c72009aaa10dfe2f,FLY_MACHINE_ID,FLY_REGION,1716911421757
enr:-Ma4QFdfZKmJjF_xXNGR1Rdclt7p2BxiLDNtwHmwuREPDbHEWqe7AagHHCytJ7t4ABTA1td4jNtRrtzPY48yFbpFF9SCAcaHYXR0bmV0c4gAAAAAAAAABoRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCEDeSH24RxdWljgqvhiXNlY3AyNTZrMaECQ0Ie32OWokFYdqDBhPRxfjqKfV7XeJ70_rAML91MwWKIc3luY25ldHMPg3RjcIKr4IN1ZHCCq-A,16Uiu2HAkyxDmo6rrikL7WiMenrmeKvBwCL7tL1MzCJwkgsy2YZNy,/ip4/13.228.135.219/tcp/44000,286685,"{""seq_number"":439,""attnets"":""0000000030000000"",""syncnets"":""07""}","[36,37]","[39,22,56,30,37,60,45,36,49,33,38,49,28,33,24,45,18,30,35,39]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911423167
enr:,16Uiu2HAmNu5cFb93MgMemRzsQum9uj6X2sSMGWDqQv76iDcTCC32,/ip4/67.174.178.192/tcp/40072,286685,"{""seq_number"":488,""attnets"":""0000000018000000"",""syncnets"":""00""}","[35,36]","[35,58,36]",Lighthouse/v5.1.3-3058b96+/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911424742
enr:,16Uiu2HAm94j3z5AxKTMuPWo2GgBaoveNciKYnMMhGserbSrU62U6,/ip4/79.134.102.222/tcp/23849,286685,"{""seq_number"":1131,""attnets"":""000000c000000000"",""syncnets"":""00""}","[30,31]","[31,43,30]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911435160
enr:-Ma4QLPrRf_6ZC-jJTBKcDm4ccWYciny7CL2S8TG0fDJXXDeEzX1emUfeBJvfoWsI05X7KVqka94kM05HH_AxZvK0PqCeU2HYXR0bmV0c4gAAwAAAAAAAIRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCE2lLBFoRxdWljgiMpiXNlY3AyNTZrMaEC_d52izWmuhXWsk8gg0k9o8jwqNkVqxhNH0dNuIHkZtCIc3luY25ldHMAg3RjcIIjKIN1ZHCCIyg,16Uiu2HAmCWfshjY5sMdt4yy3GRfNFcSaad4QPd2SVd679uPj8uEP,/ip4/218.82.193.22/tcp/9000,286686,"{""seq_number"":30971,""attnets"":""0003000000000000"",""syncnets"":""00""}","[8,9]","[9,48,8]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911457088
enr:-Ma4QJJWizx6gQIcDh8Wl4h60R8xgi8KYDQgO_OGManEyr5KZ4VO7XgUxx9tU9k5BsfQhkyejYosND-t4_CSSE0yv22CA0KHYXR0bmV0c4gAAAAAYAAAAIRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCEGBsoWYRxdWljgiMpiXNlY3AyNTZrMaEDyiJX8IL4S_419i_tIz55u3IbTSQ1ob994ZmuT7IFc9uIc3luY25ldHMAg3RjcIIjKIN1ZHCCIyg,16Uiu2HAmSG35YXSJyh14yMQXRFjFnL1huBLkqNtSahV42TZaxVAz,/ip4/24.27.40.89/tcp/9000,286686,"{""seq_number"":791,""attnets"":""0000000060000000"",""syncnets"":""00""}","[37,38]","[38,37,36,58]",Lighthouse/v5.1.3-3058b96/x86_64-windows,FLY_MACHINE_ID,FLY_REGION,1716911459987
enr:-MK4QF59Pts7v4WUo2IDOLoFSOcFZ5CPPk4v0nbQu7HoC_PTarKf_6B31sSDGeWjygkV1fW5ZFVbhVV8YMbxdp_xkvKGAY-77qy_h2F0dG5ldHOIAAAAAAAAAMCEZXRoMpBqlaGpBAAAAP__________gmlkgnY0gmlwhHeDDvOJc2VjcDI1NmsxoQI_81RUNFMAhE9JViLCzWFYL6-VX8MJ3qhENP2B-X9Zt4hzeW5jbmV0cwCDdGNwgjLIg3VkcIIu4A,16Uiu2HAkyjJsDurmdzaQ4T12UMktLfetd8sSFnYV9muCbYNwURpz,/ip4/119.131.14.243/tcp/13000,286686,"{""seq_number"":2,""attnets"":""00000000000000c0"",""syncnets"":""00""}","[62,63]","[63,0,62,33]",Prysm/v5.0.3/38f208d70dc95b12c08403f5c72009aaa10dfe2f,FLY_MACHINE_ID,FLY_REGION,1716911461576
enr:,16Uiu2HAm7bpjDFqWD9PW643PKwesDf61nUYv8J3ieScH6CgxH1hj,/ip4/3.92.253.248/tcp/51416,286686,"{""seq_number"":68,""attnets"":""0000300000000000"",""syncnets"":""00""}","[20,21]","[20,39,21,9]",Prysm/v5.0.1/a1a81d1720a0a3b850992d4825d0a023baa8e65a,FLY_MACHINE_ID,FLY_REGION,1716911478638
enr:,16Uiu2HAm6ZSChDB7Tz7PUm38EbbkHDVzWaAs7qt5b1w4qL922m71,/ip4/174.54.171.193/tcp/13103,286686,"{""seq_number"":27,""attnets"":""0003000000000000"",""syncnets"":""00""}","[8,9]","[9,8,15]",Prysm/v5.0.0/b7b017f5b607f04d4e9056a1ec8a6851a9c7da29,FLY_MACHINE_ID,FLY_REGION,1716911488514
enr:-Ma4QFHaryi_8rP5wHFsHYEj15j5I6CELtZW_G-1tZhNcO5yJS9SGkgCK8-PluCGM0k2bbtxxtv5lFxGsphyKHLlByKCBIqHYXR0bmV0c4gAAAAAAADAAIRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCEEKq5aIRxdWljgqQRiXNlY3AyNTZrMaED7-YiqiXbLHAPwkapVL-d7CSyt5KMcruHF5F92biHLYSIc3luY25ldHMIg3RjcIKkEIN1ZHCCpBA,16Uiu2HAmUoTKhtKU7cem2wbf5XgoofUTiBSb6QGnZEBUt9j5FnEF,/ip4/16.170.185.104/tcp/42000,286686,"{""seq_number"":1142,""attnets"":""000000000000c000"",""syncnets"":""08""}","[54,55]","[45,4,27,18,55,49,24,10,32,54,12,50]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911489054
enr:,16Uiu2HAmBfGK4NzN4BdvqsPX82TjFSCfKidqsyjEJCjXEXpA7ot7,/ip4/74.213.81.71/tcp/7985,286686,"{""seq_number"":5588,""attnets"":""0000060000000000"",""syncnets"":""00""}","[17,18]","[17,18,15]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911489436
enr:,16Uiu2HAm1Ey6QRfuWK3o4KMX573qHYZep3tqTv2gmmoNfTaPfSD8,/ip4/130.132.173.20/tcp/14221,286686,"{""seq_number"":1,""attnets"":""0000000000000300"",""syncnets"":""00""}","[48,49]","[35,62,8,32,22,20,53,41,27,23,40,59,38,60,7,58,0,17,16,4,45,37,13,56,14,10,15,46,3,49,54,48,6,25,57,12,43,44,21,9,42,47,5,2,52,39,26,30,63,18,31,29,1,55,51,34,24,19,36,50,61,33,11,28]",Prysm/Unknown/Local build,FLY_MACHINE_ID,FLY_REGION,1716911502665
enr:-Ma4QDTYq4aFqcqq42IhMIECWQhuSh_5WVuBlzs3ZIb5foinYgvczk8W4tsyUaJnwDHi7nOZ2zqKrh3qLRuKISNu60uCzpOHYXR0bmV0c4gAAAAAAAAAGIRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCEp-skfIRxdWljgiMpiXNlY3AyNTZrMaEC3wipjhT56ugZT8U73B-L5U-YdC1QC04BuD2zlB2Q2A2Ic3luY25ldHMAg3RjcIIjKIN1ZHCCIyg,16Uiu2HAmASJZJ3AS8becDGPLke1ZPYfegxKLLVQo2opN8m7nSWcL,/ip4/167.235.36.124/tcp/9000,286686,"{""seq_number"":38844,""attnets"":""0000000000000018"",""syncnets"":""00""}","[59,60]","[60,59,58]",Lighthouse/v5.1.0-10a38a8/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911519013
enr:-Ma4QFhM2BUT69gJPlPh3Mf0WoAxG2fMUYlmUNQGUX3uGJmcNDnyxZYFSIYmR8LAwiOiNPFocStk7wbVFdH7X6qYO3WCcLOHYXR0bmV0c4gAAAAAAAAGAIRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCEIk3uPYRxdWljgiZ9iXNlY3AyNTZrMaEDRpoeA3g_HrFW7VOrHVDUSKaILdnkpSsRXcC8VncEoBSIc3luY25ldHMGg3RjcIImfIN1ZHCCJnw,16Uiu2HAmHQbC4bRTKZ1ERziAgL9hnjPVYJjJgR7SK39tqzMwQ4TD,/ip4/34.77.238.61/tcp/9852,286686,"{""seq_number"":28781,""attnets"":""0000000000000600"",""syncnets"":""06""}","[49,50]","[34,43,49,8,50,4,56,5,40,2,24,43,26,4,2]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911519022
enr:-Ma4QGxS19_anSaHesm7hDWv2fMBkPajwVw64Y9SMtJGKA9UI6TW2byDlm1IyXOtKnQzomEJfF2hWFrY_mGtPC-XpXGCA32HYXR0bmV0c4gAAAAAAIABAIRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCEA3gby4RxdWljgh9BiXNlY3AyNTZrMaECO6XrEO5kb9C_1g8MfIyb1z4zzbraEWtsCN825SoyuAmIc3luY25ldHMCg3RjcIIjKYN1ZHCCIyk,16Uiu2HAkySWmnvqcpyxCNKwjn1P6VDSvBgKzhBWAkAqsMRzDqxo2,/ip4/3.120.27.203/tcp/9001,286686,"{""seq_number"":822,""attnets"":""0000000000800100"",""syncnets"":""02""}","[47,48]","[41,47,25,14,48,30,41]",Lighthouse/v5.1.3-3058b96/aarch64-linux,FLY_MACHINE_ID,FLY_REGION,1716911519018
enr:-MK4QD5OINJlLYEE5Xy89K3NZQ6E-UGjbQHLV73_SHKoJcmHUg4oJo9lkLdTmsqPpo_JuxMSvZsglEg61IuPAs7dcRSGAY8a8F5-h2F0dG5ldHOIAwAAAAAAAACEZXRoMpBqlaGpBAAAAP__________gmlkgnY0gmlwhEIXyTqJc2VjcDI1NmsxoQLERt8r7bq7M9ws95gBiabtlOlhpD5J8zOkIm7KGtD2GIhzeW5jbmV0cwCDdGNwgjLIg3VkcIIu4A,16Uiu2HAm8drZuNh5G6Y5MmaPuJemuoCaNn5CWbfRF2TRwuuhVTh1,/ip4/66.23.201.58/tcp/13000,286686,"{""seq_number"":29,""attnets"":""0300000000000000"",""syncnets"":""00""}","[0,1]","[19,26,9,23,20,55,30,47,14,22,41,15,18,31,52,27,40,53,7,12,2,8,57,11,4,32,25,61,59,16,48,1,5,10,13,50,42,46,33,17,39,3,35,29,58,56,51,44,45,62,0,36,28,6,43,60,54,24,34,21,49,37,38,63]",Prysm/Unknown/Local build,FLY_MACHINE_ID,FLY_REGION,1716911519669
enr:-Ly4QMGcKdqQox9vMet3slmEEqRlgMm2XYPYVu2tGQdlGSH7eQkriA4_DH_xYZtn3VVZ7sDJVD_cWR9pUnz6odh5FNQPh2F0dG5ldHOIAAAAAAwAAACEZXRoMpBqlaGpBAAAAP__________gmlkgnY0gmlwhNW9ghiJc2VjcDI1NmsxoQOupl3HzKpXu4p9cgIFKgMh8HJy_WnnPfrzSXTNQkb4xIhzeW5jbmV0cwCDdGNwgiMog3VkcIIjKA,16Uiu2HAmQQkRcqnRXsobGZNU9irGMnv5si4oicwUVokSYqG4CqUX,/ip4/213.189.130.24/tcp/9000,286686,"{""seq_number"":13,""attnets"":""000000000c000000"",""syncnets"":""00""}","[34,35]","[16,52,34,39,35]",nimbus,FLY_MACHINE_ID,FLY_REGION,1716911520854
enr:,16Uiu2HAmKHrZKjK8sPSVbJR68WVkCLVSkNpDx2tPeRx5aA1snvC7,/ip4/47.74.18.240/tcp/11629,286686,"{""seq_number"":41,""attnets"":""000000000c000000"",""syncnets"":""00""}","[34,35]","[35,48,34]",Prysm/v5.0.3/38f208d70dc95b12c08403f5c72009aaa10dfe2f,FLY_MACHINE_ID,FLY_REGION,1716911538261
enr:-Ma4QD7QQqGDp-jVv9lVQeu__SJmiyGjjYU-Vr6LZEnuggDFWj6Z-f4QHkURaa9inxCJ1jGqq3bbNXxVKrQrhUD4qIuCAdOHYXR0bmV0c4gAAAAAAAAAA4RldGgykGqVoakEAAAA__________-CaWSCdjSCaXCE2pnIRIRxdWljgiMpiXNlY3AyNTZrMaECbjclp--85RRdLZrQOrKgv86IFgjHfCav0BMLt35NqDiIc3luY25ldHMAg3RjcIIjKIN1ZHCCIyg,16Uiu2HAm2qubhhyZSR5ndsfWfWjM5isAVHxYijPNFdwVfq9KJ2FZ,/ip4/218.153.200.68/tcp/9000,286686,"{""seq_number"":424,""attnets"":""0000000000000003"",""syncnets"":""00""}","[56,57]","[57,56,60]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911551027
enr:-Ma4QAmCXQ-YztkXaQV1w8Eco_i2ZJgeKXoY1BO9mWe3ZQWXN7krlyKhe3EYjLoIC_6s4pLnWzx8ApknqzHkhML_zl6CAU-HYXR0bmV0c4gAAAAAAACAAYRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCEDfqV-oRxdWljgiMpiXNlY3AyNTZrMaECAJ2TBFi6fJT3SwSyBXUGCIiscyywIRkUp5opvap26SWIc3luY25ldHMAg3RjcIIjKIN1ZHCCIyg,16Uiu2HAkuU5LeKjNXyrrYWFyFcEHUZzLDSX33rZD2w1shacpZFzt,/ip4/13.250.149.250/tcp/9000,286686,"{""seq_number"":318,""attnets"":""0000000000008001"",""syncnets"":""00""}","[55,56]","[56,19,55]",Lighthouse/v5.1.2-5ce1619/aarch64-linux,FLY_MACHINE_ID,FLY_REGION,1716911551372
enr:-Ma4QFLGrLipwoEzEWpwM8IBQHV2gPMUPjCD01jnReG8hmrXa2kisCauyhwLpJ4jumVv3WMe-4-2sXHmU4sou8Z77FiCBWCHYXR0bmV0c4gADAAAAAAAAIRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCEM1tqUIRxdWljgiMpiXNlY3AyNTZrMaEDRDTr-uuuLLKj4d2pfq_8M7wZrhDoKO0UpTGXVJ8aYh-Ic3luY25ldHMPg3RjcIIjKIN1ZHCCIyg,16Uiu2HAmHFEsu8VCyXTMErXYApVLszwYDVhHa2hLpoZ1oMdCTTn6,/ip4/51.91.106.80/tcp/9000,286686,"{""seq_number"":1338,""attnets"":""000c000000000000"",""syncnets"":""0f""}","[10,11]","[32,11,10,54,54,32]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911579017
enr:-Ly4QDi1goU0r2hAaVeXuP3OdrGU_beZWwLGxrKwKAMJF14FLfVABuxtZ-oDhiwUOzarfrm5TuOsQpBdkYbi4Cbv_i8Qh2F0dG5ldHOIABgAAAAAAACEZXRoMpBqlaGpBAAAAP__________gmlkgnY0gmlwhDNP5hqJc2VjcDI1NmsxoQLWSxMVYHr76qTANuKKn1AtNKyNva1T7DL0mDDE_TKr9YhzeW5jbmV0cwKDdGNwgiMog3VkcIIjKA,16Uiu2HAm9rBd89PjuhKQJ8HqKmmpjS9M5GY8yY1CmyCBsoEctrrp,/ip4/51.79.230.26/tcp/9000,286686,"{""seq_number"":10,""attnets"":""0018000000000000"",""syncnets"":""02""}","[11,12]","[11,12,17,47]",lodestar/v1.18.1,FLY_MACHINE_ID,FLY_REGION,1716911580565
enr:-Ma4QIPlI5Iw6WGqfmTdxrnIH_Do1k3CylqEjjZq8HBzRqXWI-F5mek_Z-G_tAGafJB2pSmYIrKteVaTtHMshK-t7XuCAXOHYXR0bmV0c4gAGAAAAAAAAIRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCENvmt34RxdWljgjLJiXNlY3AyNTZrMaECZETvWaROj3L8tnNmFPXR_AbSYCkXe3L2px_Ky1Xb1dmIc3luY25ldHMHg3RjcIIyyIN1ZHCCLuA,16Uiu2HAm2B5iVaC8bGVhwZ2QHsH2dy8VFzfqCFqptMYTPzTNzVrQ,/ip4/54.249.173.223/tcp/13000,286686,"{""seq_number"":1217,""attnets"":""0018000000000000"",""syncnets"":""07""}","[11,12]","[33,24,12,4,13,43,36,25,11,44,54,15,48,27]",rust-libp2p/0.44.1,FLY_MACHINE_ID,FLY_REGION,1716911581142
enr:-Ma4QGbEpLp5kiLKX1xBcW_ngT1PaYlBy8gJNC4FoolVSIdsS79HV-ALnJBZKSqXSRXs9-LDftAodrDAA7JQcT-u2iiChKeHYXR0bmV0c4gAGAAAAAAAAIRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCEIk56goRxdWljgiZ9iXNlY3AyNTZrMaECjYYKckdsy9CrPwijxdpU5RI6zIxZ5TYi-5FZrq5SehaIc3luY25ldHMAg3RjcIImfIN1ZHCCJnw,16Uiu2HAm4x81do1vHw7fYgZ7mG9oWb4hUvS8TipqFhPMYHas5SfP,/ip4/34.78.122.130/tcp/9852,286686,"{""seq_number"":33910,""attnets"":""0018000000000000"",""syncnets"":""00""}","[11,12]","[11,12,61,53,4,48]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911608942
enr:-MS4QBw3kcOkLWmlr5o-6lRvdZ976Rvu-gupW4a-vJ3CkomvKKFTOdvTbjcBU6VY-AHRPWRCVFUn9pi2GYGq8HDXduF-h2F0dG5ldHOIAAAAADAAAACEZXRoMpBqlaGpBAAAAP__________gmlkgnY0gmlwhCJDSt2EcXVpY4IjKYlzZWNwMjU2azGhA7BCT0KsecD9UBgLaK1ZFnS29jSUB5x6VVaFwTXLyG0HiHN5bmNuZXRzD4N0Y3CCIyiDdWRwgiMo,16Uiu2HAmQX2kTDkgRhmzi8dupijfm3RpYuhW2KAYgKmZyLibJcXg,/ip4/34.67.74.221/tcp/9000,286686,"{""seq_number"":111,""attnets"":""0000000030000000"",""syncnets"":""0f""}","[36,37]","[20,63,36,5,15,37,53,10,48,25,9,18,24,42]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911609687
enr:,16Uiu2HAkvBFFXpK8vzCZWs35GV2ej34ZVAcdBhSFmvmbf4xgfMUN,/ip4/80.249.121.9/tcp/13000,286686,"{""seq_number"":31,""attnets"":""0000060000000000"",""syncnets"":""00""}","[17,18]","[2,59,10,15,41,17,48,42,49,32,12,29,13,33,56,52,37,54,6,11,0,21,47,62,30,45,38,28,7,63,58,36,51,24,25,18,40,53,57,1,39,20,50,60,61,44,22,27,4,55,5,16,31,26,3,14,8,43,19,34,35,23,46,9]",Prysm/v5.0.3/38f208d70dc95b12c08403f5c72009aaa10dfe2f,FLY_MACHINE_ID,FLY_REGION,1716911617656
enr:,16Uiu2HAm7oxorw84FewK1RvrQXHdDgYEDSTQVvqvJHCfmRU1pv14,/ip4/211.219.19.83/tcp/43872,286686,"{""seq_number"":87,""attnets"":""0000060000000000"",""syncnets"":""00""}","[17,18]","[29,6,22,17,18]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911636507
enr:-Ma4QKNdpRqdqa6zUej9AuUZ1bEAEsZXUHhL8W0ew49hdzfHKhiejJzp5CvK4qfuW1B8s3VnWX7y0mbCffSh_CiyjD-CAQCHYXR0bmV0c4gAAAAwAAAAAIRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCE1Q6SB4RxdWljgkZSiXNlY3AyNTZrMaEDUWrc_eeMgQKlt6lY5yreD7pPccqqj0LMokLIp-KzZNWIc3luY25ldHMPg3RjcIJGUIN1ZHCCRlA,16Uiu2HAmJ8otFsDVB5xcNM2N6crzJUCDaAY1GpRv2uNs6VSx1fXa,/ip4/213.14.146.7/tcp/18000,286686,"{""seq_number"":231,""attnets"":""0000003000000000"",""syncnets"":""0f""}","[28,29]","[28,5,29]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911639292
enr:,16Uiu2HAm7oxorw84FewK1RvrQXHdDgYEDSTQVvqvJHCfmRU1pv14,/ip4/211.219.19.83/tcp/36130,286686,"{""seq_number"":87,""attnets"":""0000060000000000"",""syncnets"":""00""}","[17,18]","[29,6,37,22,17,18]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911641327
enr:,16Uiu2HAmHovVHvgtqrkaT7cBFHvkw81iq2GWbXNM6DX2pA4hEJXM,/ip4/52.86.206.157/tcp/19030,286686,"{""seq_number"":19,""attnets"":""0000000000003000"",""syncnets"":""00""}","[52,53]","[9,10,44,36,14,5,6,29,59,13,47,35,24,12,3,39,37,30,42,2,4,31,49,58,0,20,16,8,18,38,21,34,25,26,22,53,28,7,51,55,62,41,1,17,32,56,52,54,48,27,50,23,61,60,63,15,19,40,57,43,45,46,11,33]",Prysm/v5.0.3/38f208d70dc95b12c08403f5c72009aaa10dfe2f,FLY_MACHINE_ID,FLY_REGION,1716911669284
