enr,id,multiaddr,epoch,metadata,long_lived_subnets,subscribed_subnets,client_version,crawler_id,crawler_location,timestamp
enr:,16Uiu2HAmEaWaXKZwsrm7Ku7G5WXosnbuf3mWQX94LUsfQ3qM9TJt,/ip4/169.150.206.206/tcp/58216,286686,"{""seq_number"":394,""attnets"":""0000000000000030"",""syncnets"":""00""}","[60,61]","[61,60,30]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911694138
enr:-Ma4QFuNrAzjrWCqybYoxXDnK4WF3K56W5EQ-hCEiYoCpYe4TuBpJrbwW11FIVxXCbHYAbvVOh6PdDvq_QlX1NMhMqCCAQqHYXR0bmV0c4gAAAAAAAAABoRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCEQW1Pu4RxdWljgiMpiXNlY3AyNTZrMaED54rYp484IYAWay3sQx49vB6CgeMBN0uWVqjS85aX-PaIc3luY25ldHMAg3RjcIIjKIN1ZHCCIyg,16Uiu2HAmUEqKpBpwvYSGkTQgJ28iynHibyhbR7nL4xc3N66RamAu,/ip4/65.109.79.187/tcp/9000,286686,"{""seq_number"":220,""attnets"":""0000000000000006"",""syncnets"":""00""}","[57,58]","[57,58,55,55]",Lighthouse/v5.1.1-2a3c709/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911699002
enr:-MK4QEv5GVoXUWowFyUL9CGEucSvwdmQEKnIZAPrQIzcjCheafHpynfCocoCl45rfoIW5c5c-5-OyDHtrHItDbhfNTeGAY-ekKNnh2F0dG5ldHOIAAAAAAAADACEZXRoMpBqlaGpBAAAAP__________gmlkgnY0gmlwhDQOJ7CJc2VjcDI1NmsxoQLNWcMYmS_KkJnFXT0kYQ4-wQcRzfd5lK_ap4ECK-aqrIhzeW5jbmV0cwCDdGNwgjLIg3VkcIIu4A,16Uiu2HAm9FGwiBatxXkcXh2kU4CBVZM9TiiA5VbRXDMeeeCJZqnB,/ip4/52.14.39.176/tcp/13000,286686,"{""seq_number"":7,""attnets"":""0000000000000c00"",""syncnets"":""00""}","[50,51]","[7,50,51]",Prysm/v5.0.3/38f208d70dc95b12c08403f5c72009aaa10dfe2f,FLY_MACHINE_ID,FLY_REGION,1716911735381
enr:,16Uiu2HAkv8F2eafPph29VeJgAKZ4jSF21dcViTrttgrmVLMtGLVS,/ip4/108.1.145.181/tcp/60282,286686,"{""seq_number"":2090,""attnets"":""0000000000600000"",""syncnets"":""00""}","[45,46]","[45,46,8]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911742518
enr:,16Uiu2HAmDmMLnXfxSGv3fyaUaeLWCpraXnKyvtQNCV8UKcZDmrhC,/ip4/57.128.75.102/tcp/52974,286686,"{""seq_number"":14194,""attnets"":""00000000c0000000"",""syncnets"":""00""}","[38,39]","[38,39,20,40]",Lighthouse/v5.1.1-2a3c709/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911772143
enr:-Ma4QFmwcY6YWoNqyr16r2u_v_esYmvmCtsqNnQckU7R3BFOQU-WAxYMpM0XD5zrT_5FMgLWRbMQH90GH2lPMJmJ_h-CAreHYXR0bmV0c4gAAABgAAAAAIRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCEeYbR0YRxdWljgiMpiXNlY3AyNTZrMaEDlBRAbwAEph-xk1Xc7N8WmXKedJitclCZ0VQMIlTKea6Ic3luY25ldHMAg3RjcIIjKIN1ZHCCIyg,16Uiu2HAmNd2bnfQ8xTycAHXXPukL6wLyoJmRnGXRBqJqCrHUA7P3,/ip4/121.134.209.209/tcp/9000,286686,"{""seq_number"":676,""attnets"":""0000006000000000"",""syncnets"":""00""}","[29,30]","[29,9,30,60,9]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911783158
enr:-Ma4QFn0KkDVHMYItt1gRIW_e6GgXLdYJ_xUgqXCVO7MZy0zeuvdS-pTuLUNX6OcE9LOwfIgSNhPPWzyY2RLI1yOAuiCAQ-HYXR0bmV0c4gBAAAAAAAAgIRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCEohNW5IRxdWljgiMpiXNlY3AyNTZrMaECt2zLcpiZKN8OUnCkFCG5s5CSwkZ2yOLh0swgxR5JENuIc3luY25ldHMFg3RjcIIjKIN1ZHCCIyg,16Uiu2HAm7mgomypi9rZkcLDL314uNtEvV61hcTyFCrtPven2Mq5c,/ip4/162.19.86.228/tcp/9000,286686,"{""seq_number"":242,""attnets"":""0100000000000080"",""syncnets"":""05""}","[0,63]","[1,41,60,0,63,22,12]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911788933
enr:-Ma4QHF7aW1QQJ1zSpt9chlMZoenkLsvsRRw6tOzvbcBwAGCHVO6DZ33pmRhHALK72AvrMqtnFsxEZF963-6DfUwBDyCAT6HYXR0bmV0c4gAAAAAwAAAAIRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCE1XExn4RxdWljgiORiXNlY3AyNTZrMaEDrOd9jJ5pluexi33X1YSpMelSrNT7EHCNlQDO-ODAEPaIc3luY25ldHMAg3RjcIIjkIN1ZHCCI5A,16Uiu2HAmQHwCu4zCaF5p5H8b546nwJr33tfrueVFyYTzDcaShAC5,/ip4/213.113.49.159/tcp/9104,286686,"{""seq_number"":251,""attnets"":""00000000c0000000"",""syncnets"":""00""}","[38,39]","[17,38,39]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911819197
enr:-Ma4QFdfZKmJjF_xXNGR1Rdclt7p2BxiLDNtwHmwuREPDbHEWqe7AagHHCytJ7t4ABTA1td4jNtRrtzPY48yFbpFF9SCAcaHYXR0bmV0c4gAAAAAAAAABoRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCEDeSH24RxdWljgqvhiXNlY3AyNTZrMaECQ0Ie32OWokFYdqDBhPRxfjqKfV7XeJ70_rAML91MwWKIc3luY25ldHMPg3RjcIKr4IN1ZHCCq-A,16Uiu2HAkyxDmo6rrikL7WiMenrmeKvBwCL7tL1MzCJwkgsy2YZNy,/ip4/13.228.135.219/tcp/44000,286686,"{""seq_number"":439,""attnets"":""0000000030000000"",""syncnets"":""07""}","[36,37]","[35,14,56,37,26,17,58,0,8,45,36,53,33,57]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911821396
enr:,16Uiu2HAm1d4GXM6YdUpATuYWkMiTJD4N3gjCid9FUjyNTkMAG5cr,/ip4/121.161.231.15/tcp/55890,286687,"{""seq_number"":36176,""attnets"":""0600000000000000"",""syncnets"":""00""}","[1,2]","[1,39,2]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911840014
enr:-Ma4QAoRGWJe-wqf-iRe-Gqp-vRTu-R2dFzG8q0ZDz0x_515UFydD2O2WjM63OKeGr33JzoCqwCAF9w4_qZ-LxNkcvmCOemHYXR0bmV0c4gAAwAAAAAAAIRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCEAhwc2YRxdWljgiMpiXNlY3AyNTZrMaEDLY-qNlU243-P9Zd8W0XikteIUYKEP9N4Qv47t-RyYo-Ic3luY25ldHMAg3RjcIIjKIN1ZHCCIyg,16Uiu2HAmFiqkk2RbqGjiBNmYbUtWX1FpKVpirewjqtCyXRYpgEL6,/ip4/2.28.28.217/tcp/9000,286687,"{""seq_number"":14410,""attnets"":""0003000000000000"",""syncnets"":""00""}","[8,9]","[9,22,8]",Lighthouse/v5.0.0-b5bae6e/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911849013
enr:-MK4QCcidyZ34A5Mbr5WEymZvX9C70jwtnpL-n3F4hebRbH2f0I_HT6XkdZOzLf22qbpUz3NelKfAPkD2KeB7uaNAmaGAY8qBuROh2F0dG5ldHOIAwAAAAAAAACEZXRoMpBqlaGpBAAAAP__________gmlkgnY0gmlwhEPRNSqJc2VjcDI1NmsxoQJRtWkGF75UfXBTCfbZKFJByh7pXNmZc5N1DR90G6Mxv4hzeW5jbmV0cwCDdGNwgjLIg3VkcIIu4A,16Uiu2HAkzvdSgjoaFMd8CUZEYCe1GEQainUQCvsRKuQvkmgR8x7p,/ip4/67.209.53.42/tcp/13000,286687,"{""seq_number"":35,""attnets"":""0300000000000000"",""syncnets"":""00""}","[0,1]","[1,25,11,0,47]",Prysm/v5.0.3/38f208d70dc95b12c08403f5c72009aaa10dfe2f,FLY_MACHINE_ID,FLY_REGION,1716911862654
enr:-Ma4QCWTtYJ0ZF8dd6ENAzOwAG_2xXnuaVxiy9XXDbmHaHqzL29yLivLSYx5Rc8XPuaE8nqlPUW7ZgFKnq0O8B4hY6OCtxCHYXR0bmV0c4gAwAAAAAAAAIRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCEQWxiIoRxdWljgiMpiXNlY3AyNTZrMaEDbtG1k4Nm9I2Gdusll3jrWgn2Whd9GG9ZXj31strPAZWIc3luY25ldHMAg3RjcIIjKIN1ZHCCIyg,16Uiu2HAmL7afYSJZWZY5RagPVuMQ3MKfMFGYghx5PJoF6dcSVWha,/ip4/65.108.98.34/tcp/9000,286687,"{""seq_number"":46839,""attnets"":""00c0000000000000"",""syncnets"":""00""}","[14,15]","[15,14,30]",Lighthouse/v5.0.0-b5bae6e/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911878680
enr:-Ma4QFHaryi_8rP5wHFsHYEj15j5I6CELtZW_G-1tZhNcO5yJS9SGkgCK8-PluCGM0k2bbtxxtv5lFxGsphyKHLlByKCBIqHYXR0bmV0c4gAAAAAAADAAIRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCEEKq5aIRxdWljgqQRiXNlY3AyNTZrMaED7-YiqiXbLHAPwkapVL-d7CSyt5KMcruHF5F92biHLYSIc3luY25ldHMIg3RjcIKkEIN1ZHCCpBA,16Uiu2HAmUoTKhtKU7cem2wbf5XgoofUTiBSb6QGnZEBUt9j5FnEF,/ip4/16.170.185.104/tcp/42000,286687,"{""seq_number"":1142,""attnets"":""000000000000c000"",""syncnets"":""08""}","[54,55]","[40,16,27,55,1,63,33,32,23,34,19,54,42,30,34,62,23,41,32,43,33,42]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911879096
enr:-Ma4QOtMp5iZ-UY2DwY0uafmmABiFHUWXf3C_wQZ7B4HRtJjTqanfgfdtsMxD4s_jE3nAHzE04sdScfvFuLf2AbCGFyCApKHYXR0bmV0c4gAgAEAAAAAAIRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCEkjuVwYRxdWljgiMpiXNlY3AyNTZrMaED0wUKZhPYfqVMSyP19BGTNJljrc6FffE-6SUIo3oo23uIc3luY25ldHMPg3RjcIIjKIN1ZHCCIyg,16Uiu2HAmSriqFp2bcQKBGpduDa27GrmQ6Cj2zftmNU3pfApucmc6,/ip4/146.59.149.193/tcp/9000,286687,"{""seq_number"":611,""attnets"":""0080010000000000"",""syncnets"":""0f""}","[15,16]","[37,7,39,30,24,3,40,0,12,48,18,28,38,52,63,13,54,62,45,43,53,14,56,47,35,55,58,22,15,6,23,50,16,51,1,9,42,36]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911891305
enr:,16Uiu2HAmMgB9FgWEEwxaWXvBRt8bdkBfcQ1Gq6rCiRMnqBQ2VmjR,/ip4/57.128.117.158/tcp/43798,286687,"{""seq_number"":840,""attnets"":""0000003000000000"",""syncnets"":""04""}","[28,29]","[29,36,48,31,15,28]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911892176
enr:-MS4QAMHefPmnSR8E72Odvs-5Jr8NUNmz5a3AJ9cbZG7IuxhAndDr8_UQGPEatwIWkmzPQiorjgsTnUg1epOy74hJSojh2F0dG5ldHOIAwAAAAAAAACEZXRoMpBqlaGpBAAAAP__________gmlkgnY0gmlwhLIXfkuEcXVpY4IjKYlzZWNwMjU2azGhAhdUcgEFKy9N4VxTSNKd6WLjNQhxHKB1HgjCee2wdRLoiHN5bmNuZXRzAIN0Y3CCe3CDdWRwgntw,16Uiu2HAkvzk3Kvnwcs2rQrKSQep5Rq1pj6Nd8ZoHtbSLVZs5SjMH,/ip4/178.23.126.75/tcp/31600,286687,"{""seq_number"":36,""attnets"":""c000000000000000"",""syncnets"":""00""}","[6,7]","[6,21,20,35,1,49,7,26,25]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911899086
enr:,16Uiu2HAm1Ey6QRfuWK3o4KMX573qHYZep3tqTv2gmmoNfTaPfSD8,/ip4/130.132.173.20/tcp/31798,286687,"{""seq_number"":1,""attnets"":""0000000000000300"",""syncnets"":""00""}","[48,49]","[17,40,39,3,21,54,7,0,35,8,57,16,19,2,56,55,42,60,33,43,29,58,26,47,5,9,25,10,61,52,15,34,45,30,18,20,22,13,49,28,27,32,4,44,11,51,63,1,41,53,50,12,24,46,36,62,31,38,14,23,59,6,48,37]",Prysm/Unknown/Local build,FLY_MACHINE_ID,FLY_REGION,1716911907247
enr:-Ma4QFhM2BUT69gJPlPh3Mf0WoAxG2fMUYlmUNQGUX3uGJmcNDnyxZYFSIYmR8LAwiOiNPFocStk7wbVFdH7X6qYO3WCcLOHYXR0bmV0c4gAAAAAAAAGAIRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCEIk3uPYRxdWljgiZ9iXNlY3AyNTZrMaEDRpoeA3g_HrFW7VOrHVDUSKaILdnkpSsRXcC8VncEoBSIc3luY25ldHMGg3RjcIImfIN1ZHCCJnw,16Uiu2HAmHQbC4bRTKZ1ERziAgL9hnjPVYJjJgR7SK39tqzMwQ4TD,/ip4/34.77.238.61/tcp/9852,286687,"{""seq_number"":28781,""attnets"":""0000000000000600"",""syncnets"":""06""}","[49,50]","[41,1,49,45,50,33]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911908932
enr:-Ma4QGxS19_anSaHesm7hDWv2fMBkPajwVw64Y9SMtJGKA9UI6TW2byDlm1IyXOtKnQzomEJfF2hWFrY_mGtPC-XpXGCA32HYXR0bmV0c4gAAAAAAIABAIRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCEA3gby4RxdWljgh9BiXNlY3AyNTZrMaECO6XrEO5kb9C_1g8MfIyb1z4zzbraEWtsCN825SoyuAmIc3luY25ldHMCg3RjcIIjKYN1ZHCCIyk,16Uiu2HAkySWmnvqcpyxCNKwjn1P6VDSvBgKzhBWAkAqsMRzDqxo2,/ip4/3.120.27.203/tcp/9001,286687,"{""seq_number"":822,""attnets"":""0000000000800100"",""syncnets"":""02""}","[47,48]","[47,33,30,48]",Lighthouse/v5.1.3-3058b96/aarch64-linux,FLY_MACHINE_ID,FLY_REGION,1716911908975
enr:-MK4QD5OINJlLYEE5Xy89K3NZQ6E-UGjbQHLV73_SHKoJcmHUg4oJo9lkLdTmsqPpo_JuxMSvZsglEg61IuPAs7dcRSGAY8a8F5-h2F0dG5ldHOIAwAAAAAAAACEZXRoMpBqlaGpBAAAAP__________gmlkgnY0gmlwhEIXyTqJc2VjcDI1NmsxoQLERt8r7bq7M9ws95gBiabtlOlhpD5J8zOkIm7KGtD2GIhzeW5jbmV0cwCDdGNwgjLIg3VkcIIu4A,16Uiu2HAm8drZuNh5G6Y5MmaPuJemuoCaNn5CWbfRF2TRwuuhVTh1,/ip4/66.23.201.58/tcp/13000,286687,"{""seq_number"":29,""attnets"":""0300000000000000"",""syncnets"":""00""}","[0,1]","[63,29,17,20,46,26,36,0,14,59,48,34,1,22,30,38,55,54,53,45,42,7,35,19,16,37,60,56,11,40,57,52,61,47,28,18,33,62,41,51,21,58,10,13,27,4,15,25,24,44,31,39,2,9,12,49,5,50,43,3,23,6,32,8]",Prysm/Unknown/Local build,FLY_MACHINE_ID,FLY_REGION,1716911909638
enr:-Ma4QCe3n1lWCdX0L6jevsTrxxo35gqjBu_L_meYISbXJbN_fuFQ09z3cLFkfZLl9a1OYLUU8tAFS_jD3yBb_c5IuMOCA8eHYXR0bmV0c4gAAABgAAAAAIRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCEn4pk_YRxdWljgnZniXNlY3AyNTZrMaEDYcgufjMSDTu_P2V66i7-oV8IDudt1Ab8b7OdMB5UXcSIc3luY25ldHMAg3RjcIJ2ZoN1ZHCCdmY,16Uiu2HAmKEgwQryAL7nUeGHjk8sGvRrKiTLdLmn1ka6YZGhT8thH,/ip4/159.138.100.253/tcp/30310,286687,"{""seq_number"":665,""attnets"":""0000006000000000"",""syncnets"":""00""}","[29,30]","[30,51,29]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911911492
enr:-Ly4QMGcKdqQox9vMet3slmEEqRlgMm2XYPYVu2tGQdlGSH7eQkriA4_DH_xYZtn3VVZ7sDJVD_cWR9pUnz6odh5FNQPh2F0dG5ldHOIAAAAAAwAAACEZXRoMpBqlaGpBAAAAP__________gmlkgnY0gmlwhNW9ghiJc2VjcDI1NmsxoQOupl3HzKpXu4p9cgIFKgMh8HJy_WnnPfrzSXTNQkb4xIhzeW5jbmV0cwCDdGNwgiMog3VkcIIjKA,16Uiu2HAmQQkRcqnRXsobGZNU9irGMnv5si4oicwUVokSYqG4CqUX,/ip4/213.189.130.24/tcp/9000,286687,"{""seq_number"":13,""attnets"":""000000000c000000"",""syncnets"":""00""}","[34,35]","[61,43,44,31,34,54,18,37,35]",nimbus,FLY_MACHINE_ID,FLY_REGION,1716911918302
enr:-Mq4QFYnRGKwJTTynJxo1anIKW7Mn1_pI7TYpHzJF6bWuEG9X5nC93vbA7mhUsiR-ovxQMON2-q_LWlMfQkilXG6jxqGAY9SaCKUh2F0dG5ldHOIAAAAAAYAAACEZXRoMpBqlaGpBAAAAP__________gmlkgnY0gmlwhKM1kQqJc2VjcDI1NmsxoQOHGX6lC6auYwa9keORiyviyjdIZez9qYKof96NbUASK4hzeW5jbmV0cwCDdGNwgjLIg3VkcII1kIR1ZHA2gi7g,16Uiu2HAmMkMwKut1qxxCbxybEzLdGqbwA4M92DZgRdRZJevTFBh4,/ip4/163.53.145.10/tcp/13568,286687,"{""seq_number"":22,""attnets"":""0000000006000000"",""syncnets"":""00""}","[33,34]","[25,52,45,33,63,34]",Prysm/v5.0.3/38f208d70dc95b12c08403f5c72009aaa10dfe2f,FLY_MACHINE_ID,FLY_REGION,1716911925531
enr:-Ma4QAmCXQ-YztkXaQV1w8Eco_i2ZJgeKXoY1BO9mWe3ZQWXN7krlyKhe3EYjLoIC_6s4pLnWzx8ApknqzHkhML_zl6CAU-HYXR0bmV0c4gAAAAAAACAAYRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCEDfqV-oRxdWljgiMpiXNlY3AyNTZrMaECAJ2TBFi6fJT3SwSyBXUGCIiscyywIRkUp5opvap26SWIc3luY25ldHMAg3RjcIIjKIN1ZHCCIyg,16Uiu2HAkuU5LeKjNXyrrYWFyFcEHUZzLDSX33rZD2w1shacpZFzt,/ip4/13.250.149.250/tcp/9000,286687,"{""seq_number"":318,""attnets"":""0000000000008001"",""syncnets"":""00""}","[55,56]","[56,54,55]",Lighthouse/v5.1.2-5ce1619/aarch64-linux,FLY_MACHINE_ID,FLY_REGION,1716911941367
enr:-Ma4QFLGrLipwoEzEWpwM8IBQHV2gPMUPjCD01jnReG8hmrXa2kisCauyhwLpJ4jumVv3WMe-4-2sXHmU4sou8Z77FiCBWCHYXR0bmV0c4gADAAAAAAAAIRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCEM1tqUIRxdWljgiMpiXNlY3AyNTZrMaEDRDTr-uuuLLKj4d2pfq_8M7wZrhDoKO0UpTGXVJ8aYh-Ic3luY25ldHMPg3RjcIIjKIN1ZHCCIyg,16Uiu2HAmHFEsu8VCyXTMErXYApVLszwYDVhHa2hLpoZ1oMdCTTn6,/ip4/51.91.106.80/tcp/9000,286687,"{""seq_number"":1338,""attnets"":""000c000000000000"",""syncnets"":""0f""}","[10,11]","[11,10,24]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911968934
enr:-Ly4QDi1goU0r2hAaVeXuP3OdrGU_beZWwLGxrKwKAMJF14FLfVABuxtZ-oDhiwUOzarfrm5TuOsQpBdkYbi4Cbv_i8Qh2F0dG5ldHOIABgAAAAAAACEZXRoMpBqlaGpBAAAAP__________gmlkgnY0gmlwhDNP5hqJc2VjcDI1NmsxoQLWSxMVYHr76qTANuKKn1AtNKyNva1T7DL0mDDE_TKr9YhzeW5jbmV0cwKDdGNwgiMog3VkcIIjKA,16Uiu2HAm9rBd89PjuhKQJ8HqKmmpjS9M5GY8yY1CmyCBsoEctrrp,/ip4/51.79.230.26/tcp/9000,286687,"{""seq_number"":10,""attnets"":""0018000000000000"",""syncnets"":""02""}","[11,12]","[11,12,42,39,19,33]",lodestar/v1.18.1,FLY_MACHINE_ID,FLY_REGION,1716911970562
enr:-Ma4QIPlI5Iw6WGqfmTdxrnIH_Do1k3CylqEjjZq8HBzRqXWI-F5mek_Z-G_tAGafJB2pSmYIrKteVaTtHMshK-t7XuCAXOHYXR0bmV0c4gAGAAAAAAAAIRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCENvmt34RxdWljgjLJiXNlY3AyNTZrMaECZETvWaROj3L8tnNmFPXR_AbSYCkXe3L2px_Ky1Xb1dmIc3luY25ldHMHg3RjcIIyyIN1ZHCCLuA,16Uiu2HAm2B5iVaC8bGVhwZ2QHsH2dy8VFzfqCFqptMYTPzTNzVrQ,/ip4/54.249.173.223/tcp/13000,286687,"{""seq_number"":1217,""attnets"":""0018000000000000"",""syncnets"":""07""}","[11,12]","[12,52,2,34,13,53,47,30,59,11,9,54]",rust-libp2p/0.44.1,FLY_MACHINE_ID,FLY_REGION,1716911971144
enr:-MS4QMGiMPTCxpD-HEKXSsa4p9PIqMmL3e7vrHYDdst9vzctc4gQUhuiXP-y94DJMoCkOngPaQGgyQbpqKVlMkj2sllmh2F0dG5ldHOIAAAAAAAMAACEZXRoMpBqlaGpBAAAAP__________gmlkgnY0gmlwhAjRaxuEcXVpY4IjKYlzZWNwMjU2azGhAwy6cOSaIDwhFkdqp0WU8PngxNLipCVGKG7BGCzN_cb3iHN5bmNuZXRzD4N0Y3CCIyiDdWRwgiMo,16Uiu2HAmDWg8dVxQM9BzFpPmDdkwn1p172xjN4Gk3QjYwayzjEk6,/ip4/8.209.107.27/tcp/9000,286687,"{""seq_number"":87,""attnets"":""00000000000c0000"",""syncnets"":""0f""}","[42,43]","[43,42,47]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911999013
enr:-Ma4QGbEpLp5kiLKX1xBcW_ngT1PaYlBy8gJNC4FoolVSIdsS79HV-ALnJBZKSqXSRXs9-LDftAodrDAA7JQcT-u2iiChKeHYXR0bmV0c4gAGAAAAAAAAIRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCEIk56goRxdWljgiZ9iXNlY3AyNTZrMaECjYYKckdsy9CrPwijxdpU5RI6zIxZ5TYi-5FZrq5SehaIc3luY25ldHMAg3RjcIImfIN1ZHCCJnw,16Uiu2HAm4x81do1vHw7fYgZ7mG9oWb4hUvS8TipqFhPMYHas5SfP,/ip4/34.78.122.130/tcp/9852,286687,"{""seq_number"":33910,""attnets"":""0018000000000000"",""syncnets"":""00""}","[11,12]","[11,12,6,31,50]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911999019
enr:-MS4QBw3kcOkLWmlr5o-6lRvdZ976Rvu-gupW4a-vJ3CkomvKKFTOdvTbjcBU6VY-AHRPWRCVFUn9pi2GYGq8HDXduF-h2F0dG5ldHOIAAAAADAAAACEZXRoMpBqlaGpBAAAAP__________gmlkgnY0gmlwhCJDSt2EcXVpY4IjKYlzZWNwMjU2azGhA7BCT0KsecD9UBgLaK1ZFnS29jSUB5x6VVaFwTXLyG0HiHN5bmNuZXRzD4N0Y3CCIyiDdWRwgiMo,16Uiu2HAmQX2kTDkgRhmzi8dupijfm3RpYuhW2KAYgKmZyLibJcXg,/ip4/34.67.74.221/tcp/9000,286687,"{""seq_number"":111,""attnets"":""0000000030000000"",""syncnets"":""0f""}","[36,37]","[56,38,36,52,37,48,28,29,8]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911999681
enr:-MS4QPX48j8EmHUp9oz2BFEi8nPVLktuF5GZJkMyq-Idj9rmAyaSBlo3B5Wucd-BiuwmlXSvksFmRanGTAhxvM4RH1t-h2F0dG5ldHOIMAAAAAAAAACEZXRoMpBqlaGpBAAAAP__________gmlkgnY0gmlwhJ6M7hyEcXVpY4IjkolzZWNwMjU2azGhA9yrEB2mM5TWcyFj5JS1HW_sbU_9cLLGMlM_TQniDA3WiHN5bmNuZXRzAIN0Y3CCI5GDdWRwgiOR,16Uiu2HAmTWPLGj8uBWBLyKxUfidn5WgtWmexWC3iWyhUwAd7JgRb,/ip4/158.140.238.28/tcp/9105,286687,"{""seq_number"":112,""attnets"":""3000000000000000"",""syncnets"":""00""}","[4,5]","[5,4,37]",Lighthouse/v5.1.0-10a38a8/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716912001971
enr:,16Uiu2HAm3EsjwoCimPbpJxNv5PwFcCbyWRyCBSV8SJJGxg4vYqY8,/ip4/47.187.193.151/tcp/64262,286687,"{""seq_number"":637,""attnets"":""0600000000000000"",""syncnets"":""00""}","[1,2]","[1,24,2,4]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716912059084
enr:-Ma4QFn0KkDVHMYItt1gRIW_e6GgXLdYJ_xUgqXCVO7MZy0zeuvdS-pTuLUNX6OcE9LOwfIgSNhPPWzyY2RLI1yOAuiCAQ-HYXR0bmV0c4gBAAAAAAAAgIRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCEohNW5IRxdWljgiMpiXNlY3AyNTZrMaECt2zLcpiZKN8OUnCkFCG5s5CSwkZ2yOLh0swgxR5JENuIc3luY25ldHMFg3RjcIIjKIN1ZHCCIyg,16Uiu2HAm7mgomypi9rZkcLDL314uNtEvV61hcTyFCrtPven2Mq5c,/ip4/162.19.86.228/tcp/9000,286687,"{""seq_number"":242,""attnets"":""0100000000000080"",""syncnets"":""05""}","[0,63]","[9,0,63,10,8,22,52,10,49,22,21,19]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716912179023
enr:,16Uiu2HAmKQKjnFYkoKYJHZYSYVuWgUtQgxug8tsh5MWHQqG5qy7V,/ip4/51.91.214.54/tcp/59794,286687,"{""seq_number"":578,""attnets"":""0000300000000000"",""syncnets"":""00""}","[20,21]","[20,21,35]",Lighthouse/v5.1.1-2a3c709/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716912180679
